emoji,description,group,points,primary
🤹🏿‍♀️,"woman juggling: dark skin tone",People & Body,1F939 1F3FF 200D 2640 FE0F,false
🧘,"person in lotus position",People & Body,1F9D8,true
🧘🏻,"person in lotus position: light skin tone",People & Body,1F9D8 1F3FB,false
🧘🏼,"person in lotus position: medium-light skin tone",People & Body,1F9D8 1F3FC,false
🧘🏽,"person in lotus position: medium skin tone",People & Body,1F9D8 1F3FD,false
🧘🏾,"person in lotus position: medium-dark skin tone",People & Body,1F9D8 1F3FE,false
🧘🏿,"person in lotus position: dark skin tone",People & Body,1F9D8 1F3FF,false
🧘‍♂️,"man in lotus position",People & Body,1F9D8 200D 2642 FE0F,false
🧘🏻‍♂️,"man in lotus position: light skin tone",People & Body,1F9D8 1F3FB 200D 2642 FE0F,false
🧘🏼‍♂️,"man in lotus position: medium-light skin tone",People & Body,1F9D8 1F3FC 200D 2642 FE0F,false
🧘🏽‍♂️,"man in lotus position: medium skin tone",People & Body,1F9D8 1F3FD 200D 2642 FE0F,false
🧘🏾‍♂️,"man in lotus position: medium-dark skin tone",People & Body,1F9D8 1F3FE 200D 2642 FE0F,false
🧘🏿‍♂️,"man in lotus position: dark skin tone",People & Body,1F9D8 1F3FF 200D 2642 FE0F,false
🧘‍♀️,"woman in lotus position",People & Body,1F9D8 200D 2640 FE0F,false
🧘🏻‍♀️,"woman in lotus position: light skin tone",People & Body,1F9D8 1F3FB 200D 2640 FE0F,false
🧘🏼‍♀️,"woman in lotus position: medium-light skin tone",People & Body,1F9D8 1F3FC 200D 2640 FE0F,false
🧘🏽‍♀️,"woman in lotus position: medium skin tone",People & Body,1F9D8 1F3FD 200D 2640 FE0F,false
🧘🏾‍♀️,"woman in lotus position: medium-dark skin tone",People & Body,1F9D8 1F3FE 200D 2640 FE0F,false
🧘🏿‍♀️,"woman in lotus position: dark skin tone",People & Body,1F9D8 1F3FF 200D 2640 FE0F,false
🛀,"person taking bath",People & Body,1F6C0,true
🛀🏻,"person taking bath: light skin tone",People & Body,1F6C0 1F3FB,false
🛀🏼,"person taking bath: medium-light skin tone",People & Body,1F6C0 1F3FC,false
🛀🏽,"person taking bath: medium skin tone",People & Body,1F6C0 1F3FD,false
🛀🏾,"person taking bath: medium-dark skin tone",People & Body,1F6C0 1F3FE,false
🛀🏿,"person taking bath: dark skin tone",People & Body,1F6C0 1F3FF,false
🛌,"person in bed",People & Body,1F6CC,true
🛌🏻,"person in bed: light skin tone",People & Body,1F6CC 1F3FB,false
🛌🏼,"person in bed: medium-light skin tone",People & Body,1F6CC 1F3FC,false
🛌🏽,"person in bed: medium skin tone",People & Body,1F6CC 1F3FD,false
🛌🏾,"person in bed: medium-dark skin tone",People & Body,1F6CC 1F3FE,false
🛌🏿,"person in bed: dark skin tone",People & Body,1F6CC 1F3FF,false
🧑‍🤝‍🧑,"people holding hands",People & Body,1F9D1 200D 1F91D 200D 1F9D1,false
🧑🏻‍🤝‍🧑🏻,"people holding hands: light skin tone",People & Body,1F9D1 1F3FB 200D 1F91D 200D 1F9D1 1F3FB,false
🧑🏻‍🤝‍🧑🏼,"people holding hands: light skin tone, medium-light skin tone",People & Body,1F9D1 1F3FB 200D 1F91D 200D 1F9D1 1F3FC,false
🧑🏻‍🤝‍🧑🏽,"people holding hands: light skin tone, medium skin tone",People & Body,1F9D1 1F3FB 200D 1F91D 200D 1F9D1 1F3FD,false
🧑🏻‍🤝‍🧑🏾,"people holding hands: light skin tone, medium-dark skin tone",People & Body,1F9D1 1F3FB 200D 1F91D 200D 1F9D1 1F3FE,false
🧑🏻‍🤝‍🧑🏿,"people holding hands: light skin tone, dark skin tone",People & Body,1F9D1 1F3FB 200D 1F91D 200D 1F9D1 1F3FF,false
🧑🏼‍🤝‍🧑🏻,"people holding hands: medium-light skin tone, light skin tone",People & Body,1F9D1 1F3FC 200D 1F91D 200D 1F9D1 1F3FB,false
🧑🏼‍🤝‍🧑🏼,"people holding hands: medium-light skin tone",People & Body,1F9D1 1F3FC 200D 1F91D 200D 1F9D1 1F3FC,false
🧑🏼‍🤝‍🧑🏽,"people holding hands: medium-light skin tone, medium skin tone",People & Body,1F9D1 1F3FC 200D 1F91D 200D 1F9D1 1F3FD,false
🧑🏼‍🤝‍🧑🏾,"people holding hands: medium-light skin tone, medium-dark skin tone",People & Body,1F9D1 1F3FC 200D 1F91D 200D 1F9D1 1F3FE,false
🧑🏼‍🤝‍🧑🏿,"people holding hands: medium-light skin tone, dark skin tone",People & Body,1F9D1 1F3FC 200D 1F91D 200D 1F9D1 1F3FF,false
🧑🏽‍🤝‍🧑🏻,"people holding hands: medium skin tone, light skin tone",People & Body,1F9D1 1F3FD 200D 1F91D 200D 1F9D1 1F3FB,false
🧑🏽‍🤝‍🧑🏼,"people holding hands: medium skin tone, medium-light skin tone",People & Body,1F9D1 1F3FD 200D 1F91D 200D 1F9D1 1F3FC,false
🧑🏽‍🤝‍🧑🏽,"people holding hands: medium skin tone",People & Body,1F9D1 1F3FD 200D 1F91D 200D 1F9D1 1F3FD,false
🧑🏽‍🤝‍🧑🏾,"people holding hands: medium skin tone, medium-dark skin tone",People & Body,1F9D1 1F3FD 200D 1F91D 200D 1F9D1 1F3FE,false
🧑🏽‍🤝‍🧑🏿,"people holding hands: medium skin tone, dark skin tone",People & Body,1F9D1 1F3FD 200D 1F91D 200D 1F9D1 1F3FF,false
🧑🏾‍🤝‍🧑🏻,"people holding hands: medium-dark skin tone, light skin tone",People & Body,1F9D1 1F3FE 200D 1F91D 200D 1F9D1 1F3FB,false
🧑🏾‍🤝‍🧑🏼,"people holding hands: medium-dark skin tone, medium-light skin tone",People & Body,1F9D1 1F3FE 200D 1F91D 200D 1F9D1 1F3FC,false
🧑🏾‍🤝‍🧑🏽,"people holding hands: medium-dark skin tone, medium skin tone",People & Body,1F9D1 1F3FE 200D 1F91D 200D 1F9D1 1F3FD,false
🧑🏾‍🤝‍🧑🏾,"people holding hands: medium-dark skin tone",People & Body,1F9D1 1F3FE 200D 1F91D 200D 1F9D1 1F3FE,false
🧑🏾‍🤝‍🧑🏿,"people holding hands: medium-dark skin tone, dark skin tone",People & Body,1F9D1 1F3FE 200D 1F91D 200D 1F9D1 1F3FF,false
🧑🏿‍🤝‍🧑🏻,"people holding hands: dark skin tone, light skin tone",People & Body,1F9D1 1F3FF 200D 1F91D 200D 1F9D1 1F3FB,false
🧑🏿‍🤝‍🧑🏼,"people holding hands: dark skin tone, medium-light skin tone",People & Body,1F9D1 1F3FF 200D 1F91D 200D 1F9D1 1F3FC,false
🧑🏿‍🤝‍🧑🏽,"people holding hands: dark skin tone, medium skin tone",People & Body,1F9D1 1F3FF 200D 1F91D 200D 1F9D1 1F3FD,false
🧑🏿‍🤝‍🧑🏾,"people holding hands: dark skin tone, medium-dark skin tone",People & Body,1F9D1 1F3FF 200D 1F91D 200D 1F9D1 1F3FE,false
🧑🏿‍🤝‍🧑🏿,"people holding hands: dark skin tone",People & Body,1F9D1 1F3FF 200D 1F91D 200D 1F9D1 1F3FF,false
👭,"women holding hands",People & Body,1F46D,true
👭🏻,"women holding hands: light skin tone",People & Body,1F46D 1F3FB,false
👩🏻‍🤝‍👩🏼,"women holding hands: light skin tone, medium-light skin tone",People & Body,1F469 1F3FB 200D 1F91D 200D 1F469 1F3FC,false
👩🏻‍🤝‍👩🏽,"women holding hands: light skin tone, medium skin tone",People & Body,1F469 1F3FB 200D 1F91D 200D 1F469 1F3FD,false
👩🏻‍🤝‍👩🏾,"women holding hands: light skin tone, medium-dark skin tone",People & Body,1F469 1F3FB 200D 1F91D 200D 1F469 1F3FE,false
👩🏻‍🤝‍👩🏿,"women holding hands: light skin tone, dark skin tone",People & Body,1F469 1F3FB 200D 1F91D 200D 1F469 1F3FF,false
👩🏼‍🤝‍👩🏻,"women holding hands: medium-light skin tone, light skin tone",People & Body,1F469 1F3FC 200D 1F91D 200D 1F469 1F3FB,false
👭🏼,"women holding hands: medium-light skin tone",People & Body,1F46D 1F3FC,false
👩🏼‍🤝‍👩🏽,"women holding hands: medium-light skin tone, medium skin tone",People & Body,1F469 1F3FC 200D 1F91D 200D 1F469 1F3FD,false
👩🏼‍🤝‍👩🏾,"women holding hands: medium-light skin tone, medium-dark skin tone",People & Body,1F469 1F3FC 200D 1F91D 200D 1F469 1F3FE,false
👩🏼‍🤝‍👩🏿,"women holding hands: medium-light skin tone, dark skin tone",People & Body,1F469 1F3FC 200D 1F91D 200D 1F469 1F3FF,false
👩🏽‍🤝‍👩🏻,"women holding hands: medium skin tone, light skin tone",People & Body,1F469 1F3FD 200D 1F91D 200D 1F469 1F3FB,false
👩🏽‍🤝‍👩🏼,"women holding hands: medium skin tone, medium-light skin tone",People & Body,1F469 1F3FD 200D 1F91D 200D 1F469 1F3FC,false
👭🏽,"women holding hands: medium skin tone",People & Body,1F46D 1F3FD,false
👩🏽‍🤝‍👩🏾,"women holding hands: medium skin tone, medium-dark skin tone",People & Body,1F469 1F3FD 200D 1F91D 200D 1F469 1F3FE,false
👩🏽‍🤝‍👩🏿,"women holding hands: medium skin tone, dark skin tone",People & Body,1F469 1F3FD 200D 1F91D 200D 1F469 1F3FF,false
👩🏾‍🤝‍👩🏻,"women holding hands: medium-dark skin tone, light skin tone",People & Body,1F469 1F3FE 200D 1F91D 200D 1F469 1F3FB,false
👩🏾‍🤝‍👩🏼,"women holding hands: medium-dark skin tone, medium-light skin tone",People & Body,1F469 1F3FE 200D 1F91D 200D 1F469 1F3FC,false
👩🏾‍🤝‍👩🏽,"women holding hands: medium-dark skin tone, medium skin tone",People & Body,1F469 1F3FE 200D 1F91D 200D 1F469 1F3FD,false
👭🏾,"women holding hands: medium-dark skin tone",People & Body,1F46D 1F3FE,false
👩🏾‍🤝‍👩🏿,"women holding hands: medium-dark skin tone, dark skin tone",People & Body,1F469 1F3FE 200D 1F91D 200D 1F469 1F3FF,false
👩🏿‍🤝‍👩🏻,"women holding hands: dark skin tone, light skin tone",People & Body,1F469 1F3FF 200D 1F91D 200D 1F469 1F3FB,false
👩🏿‍🤝‍👩🏼,"women holding hands: dark skin tone, medium-light skin tone",People & Body,1F469 1F3FF 200D 1F91D 200D 1F469 1F3FC,false
👩🏿‍🤝‍👩🏽,"women holding hands: dark skin tone, medium skin tone",People & Body,1F469 1F3FF 200D 1F91D 200D 1F469 1F3FD,false
👩🏿‍🤝‍👩🏾,"women holding hands: dark skin tone, medium-dark skin tone",People & Body,1F469 1F3FF 200D 1F91D 200D 1F469 1F3FE,false
👭🏿,"women holding hands: dark skin tone",People & Body,1F46D 1F3FF,false
👫,"woman and man holding hands",People & Body,1F46B,true
👫🏻,"woman and man holding hands: light skin tone",People & Body,1F46B 1F3FB,false
👩🏻‍🤝‍👨🏼,"woman and man holding hands: light skin tone, medium-light skin tone",People & Body,1F469 1F3FB 200D 1F91D 200D 1F468 1F3FC,false
👩🏻‍🤝‍👨🏽,"woman and man holding hands: light skin tone, medium skin tone",People & Body,1F469 1F3FB 200D 1F91D 200D 1F468 1F3FD,false
👩🏻‍🤝‍👨🏾,"woman and man holding hands: light skin tone, medium-dark skin tone",People & Body,1F469 1F3FB 200D 1F91D 200D 1F468 1F3FE,false
👩🏻‍🤝‍👨🏿,"woman and man holding hands: light skin tone, dark skin tone",People & Body,1F469 1F3FB 200D 1F91D 200D 1F468 1F3FF,false
👩🏼‍🤝‍👨🏻,"woman and man holding hands: medium-light skin tone, light skin tone",People & Body,1F469 1F3FC 200D 1F91D 200D 1F468 1F3FB,false
👫🏼,"woman and man holding hands: medium-light skin tone",People & Body,1F46B 1F3FC,false
👩🏼‍🤝‍👨🏽,"woman and man holding hands: medium-light skin tone, medium skin tone",People & Body,1F469 1F3FC 200D 1F91D 200D 1F468 1F3FD,false
👩🏼‍🤝‍👨🏾,"woman and man holding hands: medium-light skin tone, medium-dark skin tone",People & Body,1F469 1F3FC 200D 1F91D 200D 1F468 1F3FE,false
👩🏼‍🤝‍👨🏿,"woman and man holding hands: medium-light skin tone, dark skin tone",People & Body,1F469 1F3FC 200D 1F91D 200D 1F468 1F3FF,false
👩🏽‍🤝‍👨🏻,"woman and man holding hands: medium skin tone, light skin tone",People & Body,1F469 1F3FD 200D 1F91D 200D 1F468 1F3FB,false
👩🏽‍🤝‍👨🏼,"woman and man holding hands: medium skin tone, medium-light skin tone",People & Body,1F469 1F3FD 200D 1F91D 200D 1F468 1F3FC,false
👫🏽,"woman and man holding hands: medium skin tone",People & Body,1F46B 1F3FD,false
👩🏽‍🤝‍👨🏾,"woman and man holding hands: medium skin tone, medium-dark skin tone",People & Body,1F469 1F3FD 200D 1F91D 200D 1F468 1F3FE,false
👩🏽‍🤝‍👨🏿,"woman and man holding hands: medium skin tone, dark skin tone",People & Body,1F469 1F3FD 200D 1F91D 200D 1F468 1F3FF,false
👩🏾‍🤝‍👨🏻,"woman and man holding hands: medium-dark skin tone, light skin tone",People & Body,1F469 1F3FE 200D 1F91D 200D 1F468 1F3FB,false
👩🏾‍🤝‍👨🏼,"woman and man holding hands: medium-dark skin tone, medium-light skin tone",People & Body,1F469 1F3FE 200D 1F91D 200D 1F468 1F3FC,false
👩🏾‍🤝‍👨🏽,"woman and man holding hands: medium-dark skin tone, medium skin tone",People & Body,1F469 1F3FE 200D 1F91D 200D 1F468 1F3FD,false
👫🏾,"woman and man holding hands: medium-dark skin tone",People & Body,1F46B 1F3FE,false
👩🏾‍🤝‍👨🏿,"woman and man holding hands: medium-dark skin tone, dark skin tone",People & Body,1F469 1F3FE 200D 1F91D 200D 1F468 1F3FF,false
👩🏿‍🤝‍👨🏻,"woman and man holding hands: dark skin tone, light skin tone",People & Body,1F469 1F3FF 200D 1F91D 200D 1F468 1F3FB,false
👩🏿‍🤝‍👨🏼,"woman and man holding hands: dark skin tone, medium-light skin tone",People & Body,1F469 1F3FF 200D 1F91D 200D 1F468 1F3FC,false
👩🏿‍🤝‍👨🏽,"woman and man holding hands: dark skin tone, medium skin tone",People & Body,1F469 1F3FF 200D 1F91D 200D 1F468 1F3FD,false
👩🏿‍🤝‍👨🏾,"woman and man holding hands: dark skin tone, medium-dark skin tone",People & Body,1F469 1F3FF 200D 1F91D 200D 1F468 1F3FE,false
👫🏿,"woman and man holding hands: dark skin tone",People & Body,1F46B 1F3FF,false
👬,"men holding hands",People & Body,1F46C,true
👬🏻,"men holding hands: light skin tone",People & Body,1F46C 1F3FB,false
👨🏻‍🤝‍👨🏼,"men holding hands: light skin tone, medium-light skin tone",People & Body,1F468 1F3FB 200D 1F91D 200D 1F468 1F3FC,false
👨🏻‍🤝‍👨🏽,"men holding hands: light skin tone, medium skin tone",People & Body,1F468 1F3FB 200D 1F91D 200D 1F468 1F3FD,false
👨🏻‍🤝‍👨🏾,"men holding hands: light skin tone, medium-dark skin tone",People & Body,1F468 1F3FB 200D 1F91D 200D 1F468 1F3FE,false
👨🏻‍🤝‍👨🏿,"men holding hands: light skin tone, dark skin tone",People & Body,1F468 1F3FB 200D 1F91D 200D 1F468 1F3FF,false
👨🏼‍🤝‍👨🏻,"men holding hands: medium-light skin tone, light skin tone",People & Body,1F468 1F3FC 200D 1F91D 200D 1F468 1F3FB,false
👬🏼,"men holding hands: medium-light skin tone",People & Body,1F46C 1F3FC,false
👨🏼‍🤝‍👨🏽,"men holding hands: medium-light skin tone, medium skin tone",People & Body,1F468 1F3FC 200D 1F91D 200D 1F468 1F3FD,false
👨🏼‍🤝‍👨🏾,"men holding hands: medium-light skin tone, medium-dark skin tone",People & Body,1F468 1F3FC 200D 1F91D 200D 1F468 1F3FE,false
👨🏼‍🤝‍👨🏿,"men holding hands: medium-light skin tone, dark skin tone",People & Body,1F468 1F3FC 200D 1F91D 200D 1F468 1F3FF,false
👨🏽‍🤝‍👨🏻,"men holding hands: medium skin tone, light skin tone",People & Body,1F468 1F3FD 200D 1F91D 200D 1F468 1F3FB,false
👨🏽‍🤝‍👨🏼,"men holding hands: medium skin tone, medium-light skin tone",People & Body,1F468 1F3FD 200D 1F91D 200D 1F468 1F3FC,false
👬🏽,"men holding hands: medium skin tone",People & Body,1F46C 1F3FD,false
👨🏽‍🤝‍👨🏾,"men holding hands: medium skin tone, medium-dark skin tone",People & Body,1F468 1F3FD 200D 1F91D 200D 1F468 1F3FE,false
👨🏽‍🤝‍👨🏿,"men holding hands: medium skin tone, dark skin tone",People & Body,1F468 1F3FD 200D 1F91D 200D 1F468 1F3FF,false
👨🏾‍🤝‍👨🏻,"men holding hands: medium-dark skin tone, light skin tone",People & Body,1F468 1F3FE 200D 1F91D 200D 1F468 1F3FB,false
👨🏾‍🤝‍👨🏼,"men holding hands: medium-dark skin tone, medium-light skin tone",People & Body,1F468 1F3FE 200D 1F91D 200D 1F468 1F3FC,false
👨🏾‍🤝‍👨🏽,"men holding hands: medium-dark skin tone, medium skin tone",People & Body,1F468 1F3FE 200D 1F91D 200D 1F468 1F3FD,false
👬🏾,"men holding hands: medium-dark skin tone",People & Body,1F46C 1F3FE,false
👨🏾‍🤝‍👨🏿,"men holding hands: medium-dark skin tone, dark skin tone",People & Body,1F468 1F3FE 200D 1F91D 200D 1F468 1F3FF,false
👨🏿‍🤝‍👨🏻,"men holding hands: dark skin tone, light skin tone",People & Body,1F468 1F3FF 200D 1F91D 200D 1F468 1F3FB,false
👨🏿‍🤝‍👨🏼,"men holding hands: dark skin tone, medium-light skin tone",People & Body,1F468 1F3FF 200D 1F91D 200D 1F468 1F3FC,false
👨🏿‍🤝‍👨🏽,"men holding hands: dark skin tone, medium skin tone",People & Body,1F468 1F3FF 200D 1F91D 200D 1F468 1F3FD,false
👨🏿‍🤝‍👨🏾,"men holding hands: dark skin tone, medium-dark skin tone",People & Body,1F468 1F3FF 200D 1F91D 200D 1F468 1F3FE,false
👬🏿,"men holding hands: dark skin tone",People & Body,1F46C 1F3FF,false
💏,"kiss",People & Body,1F48F,true
💏🏻,"kiss: light skin tone",People & Body,1F48F 1F3FB,false
💏🏼,"kiss: medium-light skin tone",People & Body,1F48F 1F3FC,false
💏🏽,"kiss: medium skin tone",People & Body,1F48F 1F3FD,false
💏🏾,"kiss: medium-dark skin tone",People & Body,1F48F 1F3FE,false
💏🏿,"kiss: dark skin tone",People & Body,1F48F 1F3FF,false
🧑🏻‍❤️‍💋‍🧑🏼,"kiss: person, person, light skin tone, medium-light skin tone",People & Body,1F9D1 1F3FB 200D 2764 FE0F 200D 1F48B 200D 1F9D1 1F3FC,false
🧑🏻‍❤️‍💋‍🧑🏽,"kiss: person, person, light skin tone, medium skin tone",People & Body,1F9D1 1F3FB 200D 2764 FE0F 200D 1F48B 200D 1F9D1 1F3FD,false
🧑🏻‍❤️‍💋‍🧑🏾,"kiss: person, person, light skin tone, medium-dark skin tone",People & Body,1F9D1 1F3FB 200D 2764 FE0F 200D 1F48B 200D 1F9D1 1F3FE,false
🧑🏻‍❤️‍💋‍🧑🏿,"kiss: person, person, light skin tone, dark skin tone",People & Body,1F9D1 1F3FB 200D 2764 FE0F 200D 1F48B 200D 1F9D1 1F3FF,false
🧑🏼‍❤️‍💋‍🧑🏻,"kiss: person, person, medium-light skin tone, light skin tone",People & Body,1F9D1 1F3FC 200D 2764 FE0F 200D 1F48B 200D 1F9D1 1F3FB,false
🧑🏼‍❤️‍💋‍🧑🏽,"kiss: person, person, medium-light skin tone, medium skin tone",People & Body,1F9D1 1F3FC 200D 2764 FE0F 200D 1F48B 200D 1F9D1 1F3FD,false
🧑🏼‍❤️‍💋‍🧑🏾,"kiss: person, person, medium-light skin tone, medium-dark skin tone",People & Body,1F9D1 1F3FC 200D 2764 FE0F 200D 1F48B 200D 1F9D1 1F3FE,false
🧑🏼‍❤️‍💋‍🧑🏿,"kiss: person, person, medium-light skin tone, dark skin tone",People & Body,1F9D1 1F3FC 200D 2764 FE0F 200D 1F48B 200D 1F9D1 1F3FF,false
